CustID,Recency_Weeks,Freq_Weeks,Monetary,Age,NumberProducts,F_FOOD,F_DRINKS,F_TOYS,F_HEALTH_BEAUTY,F_SPORTS_OUTDOOR,F_HOUSE,F_Cleaning,F_MAGAZINES,F_GROSSERIES,F_PLANTS_ANIMALS,F_CLOTHES,F_BABY,F_ENTERTAINMENT,F_COMPUTERS,F_SOUND_IMAGE,F_APPLIANCES,M_FOOD,M_DRINKS,M_TOYS,M_HOUSE,M_Cleaning,M_HEALTH_BEAUTY,M_SPORTS_OUTDOOR,M_MAGAZINES,M_GROSSERIES,M_PLANTS_ANIMALS,M_CLOTHES,M_BABY,M_ENTERTAINMENT,M_COMPUTERS,M_SOUND_IMAGE,M_APPLIANCES,M_SUM,F_MAX,validate1,validate2,validate3,validate4,validate5,Loyalty
9142,30,4,24.77,18,17,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,11.4,0,0,0,6.89,0,0,0,6.48,0,0,0,0,0,0,0,24.77,4,0,0,0,0,0,-26
9143,4,9,147.06,44,58,5,2,0,0,0,1,2,4,4,2,0,0,0,0,0,0,53.41,13.79,0,1.49,15.66,0,0,26.39,19.41,16.91,0,0,0,0,0,0,147.06,5,0,0,0,0,0,5
9144,0,52,4412.73,45,1593,52,52,0,1,0,14,32,43,52,10,1,0,0,0,0,0,1135.42,1713.15,0,63.4,228.34,4.73,0,336.52,843.92,80.89,1,0,0,0,0,0,4407.37,59,0,5.36,0,0,0,52
9145,43,2,35.76,33,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.78,0,0,20.98,0,0,0,0,0,0,0,0,0,0,0,0,34.76,2,0,1,0,0,0,-41
9146,0,31,1665.02,22,599,24,14,1,1,0,13,19,8,23,3,2,1,0,0,0,1,541.39,217.18,19.99,110.61,167.53,5.79,0,60.33,488.38,7.97,15.98,19.97,0,0,0,9.9,1665.02,24,0,0,0,0,0,31
9147,31,3,101.79,18,14,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,72.08,0,0,0.99,28.72,0,0,0,0,0,0,0,0,0,0,0,101.79,2,0,0,0,0,0,-28
9148,0,20,289.19,20,141,17,0,0,0,0,2,8,1,16,12,0,0,0,0,0,0,81.05,0,0,12.98,63.88,0,0,3.14,43.37,84.77,0,0,0,0,0,0,289.19,17,0,0,0,0,0,20
9150,0,28,663.98,38,269,20,9,4,0,0,1,12,12,14,2,2,0,0,0,0,0,249.96,20.63,17.96,3.99,181.5,0,0,80.89,84.4,2.68,20.97,0,0,0,0,0,662.98,20,0,1,0,0,0,28
9151,9,6,74.45,16,19,3,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,7,10.57,0,0,8.98,22.52,0,0,25.38,0,0,0,0,0,0,0,74.45,3,0,0,0,0,0,-3
9153,0,28,3835.47,60,1281,28,20,3,1,0,12,25,11,27,3,6,0,0,0,0,0,1857.28,196.59,48.96,108.54,859.31,9.69,0,39.04,587.73,6.46,120.87,0,0,0,0,0,3834.47,28,0,1,0,0,0,28
9154,0,52,4709.96,71,1973,52,47,2,0,0,14,37,7,51,17,0,0,0,0,0,0,2083.23,370.97,61.99,145.16,617.19,0,0,30.32,1257.4,141.8,0,0,0,0,0,0,4708.06,57,0,1.9,0,0,0,52
9155,50,1,19.37,22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.68,0,0,0,1.69,0,0,0,0,0,0,0,19.37,1,0,0,0,0,0,-49
9157,10,10,291.86,17,97,9,3,0,0,0,2,9,0,9,1,1,1,0,0,0,0,100.76,4.22,0,1.48,132,0,0,0,27.14,3.28,9.99,12.99,0,0,0,0,291.86,9,0,0,0,0,0,0
9158,2,52,1373.95,52,926,50,45,0,0,0,0,27,0,48,4,0,0,0,0,0,0,692.18,222.82,0,0,120.33,0,0,0,334.46,4.16,0,0,0,0,0,0,1373.95,50,1,0,0,0,0,50
9159,0,37,2468.66,55,556,28,19,0,10,0,5,14,5,24,1,0,0,0,0,0,0,1353,256.12,0,85.33,231.11,185.84,0,30.89,323.08,3.29,0,0,0,0,0,0,2468.66,28,0,0,0,0,0,37
9160,5,11,697.28,49,358,11,9,0,0,0,5,9,4,10,5,0,0,0,0,0,0,301.36,20.18,0,34.96,115.96,0,0,50.1,151.34,23.38,0,0,0,0,0,0,697.28,11,0,0,0,0,0,6
9161,0,29,912.46,60,316,27,11,3,4,0,5,13,12,13,0,4,0,0,0,0,0,344.69,45.9,16.95,52.94,146.98,52.2,0,87.16,80.68,0,84.96,0,0,0,0,0,912.46,27,0,0,0,0,0,29
9162,11,1,7.9,25,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.54,0.13,0,0,0,0,0,1.99,3.24,0,0,0,0,0,0,0,7.9,1,0,0,0,0,0,-10
9163,2,48,3422.92,54,1163,44,39,7,2,0,7,40,8,45,13,5,5,0,0,0,0,1136.49,248.64,148.88,51.21,952.62,15.24,0,65.01,591.91,66.39,71.86,73.77,0,0,0,0,3422.02,45,0,0.9,0,0,0,46
9165,0,50,1883.2,47,734,45,25,2,0,0,15,27,6,44,2,3,0,0,0,0,0,756,141.12,22.99,178.77,300.27,0,0,13.7,444.42,1.97,23.96,0,0,0,0,0,1883.2,45,0,0,0,0,0,50
9166,1,14,469.57,43,206,11,10,0,6,0,0,5,5,12,0,0,0,0,0,0,0,208,47.38,0,0,46.96,52.69,0,7.7,106.84,0,0,0,0,0,0,0,469.57,12,0,0,0,0,0,13
9168,1,15,615.72,21,354,15,9,1,0,0,4,11,2,14,2,2,0,0,0,0,0,229.76,78.88,1.99,10.06,102.59,0,0,21.23,149.05,5.18,16.98,0,0,0,0,0,615.72,15,0,0,0,0,0,14
9169,0,18,370.42,17,161,17,6,1,0,0,2,4,3,11,1,1,0,0,0,0,0,217.46,14.18,24.99,7.12,7.34,0,0,35.92,59.42,0.99,2,0,0,0,0,0,369.42,17,0,1,0,0,0,18
9170,0,25,1089.36,63,233,16,6,6,2,0,6,4,7,9,2,4,0,0,0,0,0,415.81,60.38,93.4,74.35,27.32,16.03,0,117.67,111.3,12.22,160.88,0,0,0,0,0,1089.36,16,0,0,0,0,0,25
9171,0,39,1980.9,44,637,34,33,0,3,0,4,16,6,27,4,0,0,0,0,0,0,726.03,602.91,0,47.41,212.41,26.12,0,35.92,274.96,54.45,0,0,0,0,0,0,1980.21,34,0,0.69,0,0,0,39
9174,21,2,34.15,20,24,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,18.45,2.02,0,0,5.53,0,0,0,8.15,0,0,0,0,0,0,0,34.15,2,0,0,0,0,0,-19
9175,2,21,1244,28,298,18,4,2,4,0,4,11,1,14,11,0,0,0,0,0,0,510.96,121.45,44.98,26.65,126.91,26.96,0,0.89,124.63,258.57,0,0,0,0,0,0,1242,18,0,2,0,0,0,19
9176,50,1,7.66,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66,0,0,0,0,0,0,0,7.66,1,0,0,0,0,0,-49
9177,0,45,2763.17,64,1291,43,36,15,1,0,11,37,23,40,3,2,2,0,0,0,0,831.13,165.34,253.74,33.68,637.66,8,0,144.31,643.03,24.32,8.98,12.98,0,0,0,0,2763.17,43,0,0,0,0,0,45
9178,0,43,5915.01,70,1925,41,31,0,6,0,9,36,6,41,15,1,0,0,0,0,0,2059.8,564.6,0,34.72,1900.23,234.73,0,23.17,997.05,79.73,20.98,0,0,0,0,0,5915.01,41,0,0,0,0,0,43
9179,4,7,248.53,18,58,5,1,1,0,0,2,2,3,4,1,0,0,0,2,0,0,43.61,4,5.99,4.47,12.98,0,0,63.14,20.46,2.6,0,0,0,91.28,0,0,248.53,5,0,0,0,0,0,3
9181,1,11,199.71,22,67,6,4,2,0,0,2,4,0,3,3,0,0,0,0,0,0,112.27,9.15,11.55,6.49,35.82,0,0,0,14.41,10.02,0,0,0,0,0,0,199.71,6,0,0,0,0,0,10
9182,0,10,334.32,28,103,7,0,1,0,0,1,3,9,5,1,4,0,0,0,0,0,90.28,0,30.96,2,19.24,0,0,77.98,24.15,2.79,83.92,0,0,0,0,0,331.32,9,0,3,0,0,0,10
9183,2,18,1688.6,44,272,14,4,2,0,0,7,12,4,7,2,4,0,0,0,0,0,829.48,13.19,44.89,89.86,433.24,0,0,27.51,152.04,8.47,89.79,0,0,0,0,0,1688.47,14,0,0.13,0,0,0,16
9184,15,2,38.69,32,10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.07,0.12,0,25.98,3.78,0,0,0,0.74,0,0,0,0,0,0,0,36.69,1,0,2,0,0,0,-13
9185,34,3,174.7,28,38,2,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,50.71,3.96,57.97,0.99,13.79,0,0,15.97,31.31,0,0,0,0,0,0,0,174.7,2,0,0,0,0,0,-31
9186,0,40,7267.62,46,1316,38,30,9,6,0,16,29,15,34,7,7,6,0,0,1,2,2865.11,1215.4,167.91,227,1366.45,210.14,0,126.3,749.77,91.92,118.82,58.92,0,0,13.99,55.89,7267.62,38,0,0,0,0,0,40
9187,5,16,720.72,31,357,15,9,0,0,0,3,9,2,11,0,0,0,0,0,0,0,370.74,51.69,0,1.5,152.94,0,0,6.49,137.36,0,0,0,0,0,0,0,720.72,15,0,0,0,0,0,11
9188,35,3,204.09,21,62,3,1,0,0,0,0,3,1,2,2,0,0,0,0,0,0,76.64,2.24,0,0,50.03,0,0,14.94,50.87,9.37,0,0,0,0,0,0,204.09,3,0,0,0,0,0,-32
9189,0,9,132.34,31,47,8,4,0,0,0,2,0,0,4,2,0,0,0,0,0,0,98.94,10.32,0,5.98,0,0,0,0,15.12,1.98,0,0,0,0,0,0,132.34,8,0,0,0,0,0,9
9190,0,52,2310.96,57,771,52,7,0,0,0,14,38,15,41,13,0,0,0,0,0,0,1388.65,15.14,0,82.19,392.13,0,0,84.65,237.98,110.22,0,0,0,0,0,0,2310.96,53,0,0,0,0,0,52
9191,0,52,1495.41,73,1035,52,34,1,0,0,3,36,0,50,5,0,0,0,0,0,0,907.71,45.28,2.79,8.37,149.94,0,0,0,372.57,8.75,0,0,0,0,0,0,1495.41,55,0,0,0,0,0,52
9192,11,7,156.01,18,33,3,1,0,0,0,2,2,0,6,0,0,0,0,0,0,0,28.21,12.53,0,56.98,14.78,0,0,0,43.51,0,0,0,0,0,0,0,156.01,6,0,0,0,0,0,-4
9193,13,11,241.78,22,134,10,10,1,0,0,1,3,0,8,0,0,0,0,0,0,0,114.32,44.55,4.99,4.99,30.16,0,0,0,42.77,0,0,0,0,0,0,0,241.78,10,0,0,0,0,0,-2
9194,3,12,640.12,22,184,8,5,2,2,0,4,8,1,9,0,2,1,0,0,0,0,248.01,52.13,15.98,107.24,103.61,26.84,0,1.4,55.62,0,23.95,4.99,0,0,0,0,639.77,9,0,0.35,0,0,0,9
9195,0,48,4972.46,57,1534,47,41,0,6,0,15,36,9,47,34,0,0,0,0,0,0,1977.06,1174.88,0,168.09,663.41,32.7,0,66.61,667.93,221.78,0,0,0,0,0,0,4972.46,47,0,0,0,0,0,48
9196,0,44,2313.91,51,860,41,21,0,0,0,6,24,11,36,0,2,0,0,0,0,0,1266.43,154.26,0,76.33,278.5,0,0,58.75,461.67,0,17.97,0,0,0,0,0,2313.91,41,0,0,0,0,0,44
9198,0,14,1067.4,46,242,10,5,4,3,0,7,7,8,8,0,6,6,0,0,0,0,199.47,12.28,87.89,82.67,211.27,55.72,0,64.18,61.7,0,234.28,57.94,0,0,0,0,1067.4,10,0,0,0,0,0,14
9200,0,52,4143.55,32,1198,51,29,6,16,0,13,38,8,47,2,3,5,0,0,0,0,1391.54,84.51,129.63,107.22,725.9,772.83,0,75.82,645.05,2.18,41.96,166.91,0,0,0,0,4143.55,51,0,0,0,0,0,52
9201,2,16,205.89,22,51,3,2,0,3,0,2,10,1,4,0,0,0,0,0,0,0,4.55,1.26,0,25.57,77,21.03,0,2.58,12.9,0,0,0,0,0,0,0,144.89,10,0,61,0,0,0,14
9202,1,26,2213.84,38,613,21,11,6,2,0,9,16,5,17,2,10,7,0,0,0,0,680.12,163.9,167.96,58.46,529.77,75.65,0,19.07,206.74,6.18,184.66,90.33,0,0,0,0,2182.84,21,0,31,0,0,0,25
9203,0,50,2794.84,72,1462,50,42,0,0,0,8,35,5,44,1,1,0,0,0,0,0,1597.79,156.67,0,57.52,524.45,0,0,10.6,435.94,2.89,8.98,0,0,0,0,0,2794.84,50,0,0,0,0,0,50
9204,51,2,13.53,18,7,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.96,2.29,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,13.53,2,1,0,0,0,0,-49
9205,1,25,248.12,55,140,22,3,0,0,0,2,10,2,15,0,0,1,0,0,0,0,74.85,2.85,0,8.68,55.84,0,0,2.6,85.32,0,0,17.98,0,0,0,0,248.12,22,0,0,0,0,0,24
9206,37,1,15.25,33,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.21,5.65,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,15.25,1,0,0,0,0,0,-36
9207,0,31,1125.54,49,414,25,6,4,5,0,5,17,8,20,0,4,0,0,0,0,0,501.75,17.34,61.95,26.45,232.37,21.35,0,50.66,168.73,0,44.94,0,0,0,0,0,1125.54,25,0,0,0,0,0,31
9208,0,14,929.69,30,330,13,3,2,1,0,2,6,3,7,0,0,0,0,0,0,0,505.8,28.25,72.95,49.37,104.43,11.98,0,47.74,109.17,0,0,0,0,0,0,0,929.69,13,0,0,0,0,0,14
9209,4,25,490.58,18,200,20,13,4,1,0,3,7,6,16,2,0,0,0,0,0,0,146.11,83.62,21.96,16.97,35.88,3.45,0,52.7,107.33,22.56,0,0,0,0,0,0,490.58,20,0,0,0,0,0,21
9211,0,52,1859.28,35,654,52,25,0,8,0,4,30,1,43,0,0,0,0,0,0,0,916.62,215.28,0,17.65,287.46,48.39,0,1.69,372.19,0,0,0,0,0,0,0,1859.28,52,0,0,0,0,0,52
9213,0,49,2204.83,37,422,48,16,3,0,0,6,12,3,38,3,0,0,0,0,0,0,1399.64,197.84,50.65,64.97,109.92,0,0,13.96,358.39,6.46,0,0,0,0,0,0,2201.83,48,0,3,0,0,0,49
9214,1,12,371.05,27,83,8,2,0,1,0,5,5,2,3,7,2,0,0,1,0,0,66.97,7.82,0,146.93,53.66,2.79,0,6.5,17.24,50.38,7.48,0,0,11.28,0,0,371.05,8,0,0,0,0,0,11
9215,2,43,2048.37,59,754,43,14,0,5,0,8,22,4,36,2,0,0,0,0,0,0,1147.42,60.74,0,40.1,284.71,31.14,0,9.18,445.9,28.18,0,0,0,0,0,0,2047.37,43,0,1,0,0,0,41
9217,1,12,471.65,56,131,11,6,1,0,0,5,9,5,10,0,0,0,0,0,0,0,243.13,73.17,12.99,44.46,45.48,0,0,15.99,36.43,0,0,0,0,0,0,0,471.65,11,0,0,0,0,0,11
9218,3,8,287.61,26,61,5,3,0,5,0,4,7,3,6,0,0,0,0,0,0,0,27.31,1.47,0,20.94,72.02,130.37,0,4.89,30.61,0,0,0,0,0,0,0,287.61,7,0,0,0,0,0,5
9219,31,6,219.71,22,119,6,4,0,0,0,1,2,0,4,0,0,0,0,0,0,0,155.2,9.99,0,4.59,12.37,0,0,0,37.56,0,0,0,0,0,0,0,219.71,6,0,0,0,0,0,-25
9220,4,18,2113.8,48,504,14,11,0,1,0,7,14,5,15,7,2,0,0,0,0,0,535.59,240.44,0,85.02,662.23,91.06,0,119.28,232.33,79.38,27.97,0,0,0,0,0,2073.3,15,0,40.5,0,0,0,14
9221,0,39,1934.12,40,838,38,16,8,1,0,4,27,11,33,0,0,0,0,0,0,0,926.6,64.81,310.78,24.16,261.1,4.49,0,43.87,298.31,0,0,0,0,0,0,0,1934.12,38,0,0,0,0,0,39
9222,0,14,471.9,38,243,12,9,0,1,0,1,8,0,10,7,0,0,0,0,0,0,253.98,74.3,0,0.99,50.38,10.09,0,0,62.38,19.78,0,0,0,0,0,0,471.9,12,0,0,0,0,0,14
9223,6,3,71.74,20,12,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,11.99,0,0,19.24,35.82,0,4.69,0,0,0,0,0,0,0,0,71.74,2,0,0,0,0,0,-3
9224,8,11,326.63,18,78,6,3,0,0,0,2,5,0,9,1,0,1,0,0,0,0,60.81,3.95,0,26.98,87.48,0,0,0,127.43,12.99,0,6.99,0,0,0,0,326.63,9,0,0,0,0,0,3
9225,0,25,1683.9,60,630,23,17,0,0,0,6,17,22,22,24,3,0,0,0,0,0,732.32,110.96,0,34.59,160.84,0,0,55.69,171.69,370.88,46.93,0,0,0,0,0,1683.9,24,0,0,0,0,0,25
9226,0,48,3961.42,74,1187,44,42,7,0,0,14,32,20,43,18,2,0,0,0,0,0,1780.05,239.5,35.14,182.7,631.74,0,0,180.94,741.57,151.32,18.46,0,0,0,0,0,3961.42,44,0,0,0,0,0,48
9227,1,26,858.48,54,266,21,11,0,1,0,5,8,5,12,6,1,0,0,0,0,0,372.5,81.94,0,107.54,49.37,26.48,0,41.91,80.32,51.44,45.98,0,0,0,0,0,857.48,21,0,1,0,0,0,25
9228,0,32,2496.78,56,640,27,18,2,9,0,7,25,9,25,1,2,2,0,0,0,0,478.43,157.83,13.99,38.71,763.71,510.68,0,43.36,380.12,9.99,20.98,75.98,0,0,0,0,2493.78,27,0,3,0,0,0,32
9230,3,20,326.45,25,187,15,7,3,2,0,1,9,1,12,0,1,1,0,0,0,0,115.68,17.2,43.95,1.19,53.33,26.29,0,4.99,47.86,0,3.98,11.98,0,0,0,0,326.45,15,0,0,0,0,0,17
9232,0,40,1814.8,53,622,34,21,1,1,0,3,22,6,33,31,0,0,0,0,0,0,482.75,129.78,3,38.21,284.03,34.49,0,97.77,449.56,294.21,0,0,0,0,0,0,1813.8,34,0,1,0,0,0,40
9233,0,31,554.34,27,274,27,13,1,1,0,2,8,0,26,0,0,0,0,0,0,0,185.21,44.85,37.97,18.94,77.47,22.9,0,0,167,0,0,0,0,0,0,0,554.34,27,0,0,0,0,0,31
9234,0,24,1218.65,21,457,18,15,0,1,0,4,16,0,16,11,5,1,0,0,0,0,543.82,77.09,0,120.95,175.74,9.78,0,0,114.69,42.72,120.88,11.98,0,0,0,0,1217.65,18,0,1,0,0,0,24
9235,10,13,1037.55,25,343,10,7,1,0,0,3,8,10,7,0,2,0,0,0,0,0,663.91,29.16,3.99,26.05,112.21,0,0,33.81,145.45,0,22.97,0,0,0,0,0,1037.55,10,0,0,0,0,0,3
9236,0,12,600.78,16,163,9,2,0,0,0,1,10,1,7,2,0,2,0,0,0,0,203.71,7.65,0,16.98,253.09,0,0,1.25,40.19,55.94,0,21.97,0,0,0,0,600.78,10,0,0,0,0,0,12
9237,0,33,3058.21,46,1150,32,27,0,12,0,18,23,0,31,26,1,1,0,0,0,1,520.03,189.34,0,229.22,632.1,261.28,0,0,835.79,358.49,9.98,9.99,0,0,0,11.99,3058.21,32,0,0,0,0,0,33
9238,1,25,897.2,28,434,20,20,0,2,0,3,18,0,21,8,0,0,0,0,0,0,263.1,116.64,0,50.98,90.68,4.78,0,0,347.32,23.7,0,0,0,0,0,0,897.2,21,0,0,0,0,0,24
9239,2,19,512.77,35,112,17,6,0,0,0,1,2,0,12,2,0,0,0,0,0,0,319.57,50.43,0,31.47,4.23,0,0,0,103.4,3.67,0,0,0,0,0,0,512.77,17,0,0,0,0,0,17
9240,0,14,463.23,16,116,12,9,0,0,0,1,5,4,6,0,0,0,0,0,0,0,204.27,112.25,0,40,49.65,0,0,22.48,34.58,0,0,0,0,0,0,0,463.23,12,0,0,0,0,0,14
9241,0,23,865.11,28,320,20,16,1,2,0,4,11,6,18,1,5,0,0,0,0,0,350.21,19.13,11.99,22.87,143.43,10.44,0,31.61,117.54,2.99,153.9,0,0,0,0,0,864.11,20,0,1,0,0,0,23
9242,0,16,279.36,16,124,13,5,0,1,0,5,5,0,9,0,0,0,0,0,0,0,136.8,1.93,0,72.9,22.83,3.85,0,0,41.05,0,0,0,0,0,0,0,279.36,13,0,0,0,0,0,16
9243,0,29,473.39,31,127,22,12,0,6,0,3,9,0,10,0,0,0,0,0,0,0,110.81,53.62,0,27.58,140.34,72.44,0,0,68.6,0,0,0,0,0,0,0,473.39,22,0,0,0,0,0,29
9244,0,2,45.61,16,18,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.27,0,0,2.19,19.24,0,0,1.35,13.56,0,0,0,0,0,0,0,45.61,2,0,0,0,0,0,2
9246,1,43,2120.44,62,686,32,35,0,2,0,10,36,3,37,0,0,0,0,0,0,0,257.91,370.58,0,47.08,1100.1,9.88,0,3.49,331.4,0,0,0,0,0,0,0,2120.44,37,0,0,0,0,0,42
9247,1,36,2163.83,25,919,36,21,0,1,0,10,29,1,30,12,0,0,0,0,0,0,1006.49,123.86,0,128.82,401.37,6.15,0,1.26,411.08,83.3,0,0,0,0,0,0,2162.33,36,0,1.5,0,0,0,35
9248,3,25,844.62,29,391,23,10,3,1,0,6,10,11,20,0,2,0,0,0,0,0,475.68,26.06,52.95,12.6,70.4,15.27,0,60.98,110.71,0,19.97,0,0,0,0,0,844.62,23,0,0,0,0,0,22
9249,15,1,84.07,30,48,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,34.88,4.96,0,3.59,14.43,0,0,3.49,22.72,0,0,0,0,0,0,0,84.07,1,0,0,0,0,0,-14
9251,25,3,45.42,25,15,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11.75,18.74,0,0,0,0,0,0,14.93,0,0,0,0,0,0,0,45.42,2,0,0,0,0,0,-22
9252,3,27,1143.62,63,308,24,10,0,0,0,1,19,1,21,13,2,0,0,0,0,0,372.72,46.86,0,0.49,450.41,0,0,1.78,133.94,85.49,51.93,0,0,0,0,0,1143.62,24,0,0,0,0,0,24
9253,1,8,233.83,16,56,8,1,1,0,0,0,3,1,4,0,2,0,0,0,0,0,128.94,2.75,6.99,0,12.71,0,0,15.21,15.3,0,51.93,0,0,0,0,0,233.83,8,0,0,0,0,0,7
9254,1,22,1138.12,56,501,18,13,2,0,0,5,18,6,12,7,2,0,0,0,0,0,483.37,31.42,32.89,13.39,213.75,0,0,75.31,206.93,66.08,14.98,0,0,0,0,0,1138.12,18,0,0,0,0,0,21
9256,9,1,95.71,34,42,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,41.29,0,0,11.99,0.68,0,0,0,41.75,0,0,0,0,0,0,0,95.71,1,0,0,0,0,0,-8
9258,1,31,2725.09,45,760,28,22,2,0,0,9,25,4,25,14,1,0,0,0,0,0,1167.54,479.13,30.12,101.75,411.34,0,0,58.2,272.2,191.84,11.97,0,0,0,0,0,2724.09,28,0,1,0,0,0,30
9259,0,13,1426.96,44,312,11,9,0,0,0,0,9,3,11,0,0,0,0,0,0,0,746.94,124.56,0,0,286.72,0,0,11.56,257.18,0,0,0,0,0,0,0,1426.96,11,0,0,0,0,0,13
9260,23,1,144.51,19,54,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,59.11,23.45,0,1.99,21.44,0,0,0,38.52,0,0,0,0,0,0,0,144.51,1,0,0,0,0,0,-22
9261,19,6,224.69,19,101,6,3,0,1,0,0,4,0,5,0,0,0,0,0,0,0,119.29,24.77,0,0,42.25,19.99,0,0,18.18,0,0,0,0,0,0,0,224.48,6,0,0.21,0,0,0,-13
9262,4,36,1960.25,46,946,36,23,1,1,0,6,28,7,36,0,0,0,0,0,0,0,818.25,123.77,34.99,29.69,339.44,5.89,0,16.76,591.46,0,0,0,0,0,0,0,1960.25,36,0,0,0,0,0,32
9264,2,38,2205.25,63,500,31,15,2,3,0,9,23,8,28,2,2,0,0,0,0,0,691.09,80.83,37.97,165.65,634.39,87.26,0,46,428.54,9.55,19.97,0,0,0,0,0,2201.25,31,0,4,0,0,0,36
9265,6,8,426.81,27,152,8,4,0,1,0,4,5,0,7,1,0,0,0,0,0,0,244.2,35,0,20.34,57.13,9.9,0,0,57.25,2.99,0,0,0,0,0,0,426.81,8,0,0,0,0,0,2
9266,0,48,4187.05,65,1632,48,36,2,0,0,5,31,5,42,6,15,3,0,0,0,0,2313.53,566.46,10.89,73.93,357.21,0,0,11.26,608.6,33.09,164.81,45.97,0,0,0,0,4185.75,48,0,1.3,0,0,0,48
9267,2,17,367.16,39,195,16,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,278.84,0.79,0,0,13.76,0,0,0,73.77,0,0,0,0,0,0,0,367.16,16,0,0,0,0,0,15
9268,1,43,4204.47,45,1634,41,39,1,0,0,16,20,4,39,8,1,1,0,0,0,0,896.56,1334.34,4.99,57.52,269.89,0,0,8.99,1416.47,62.82,29.98,9.99,0,0,0,0,4091.55,41,0,112.92,0,0,0,42
9269,0,22,748.27,37,415,20,18,0,5,0,3,18,5,18,0,1,0,0,0,0,0,379.57,67.4,0,10.97,148.74,13.1,0,25.29,100.21,0,2.99,0,0,0,0,0,748.27,20,0,0,0,0,0,22
9270,5,18,1274.39,29,504,16,15,1,4,0,4,12,2,14,10,0,0,0,0,0,0,555.71,145.53,69.98,6.96,145.55,49.65,0,38.16,206.13,56.72,0,0,0,0,0,0,1274.39,16,0,0,0,0,0,13
9271,0,12,183.44,48,105,12,3,0,1,0,0,8,0,7,0,0,0,0,0,0,0,86.31,6.05,0,0,29.74,13.49,0,0,47.85,0,0,0,0,0,0,0,183.44,12,0,0,0,0,0,12
9272,15,2,75.47,19,27,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25.7,3.96,0,0,31.5,0,0,0,14.31,0,0,0,0,0,0,0,75.47,2,0,0,0,0,0,-13
9273,0,27,1241.82,73,288,19,13,0,0,0,1,8,1,27,1,0,0,0,0,0,0,180.2,139.33,0,0.49,18.01,0,0,1.19,901.61,0.99,0,0,0,0,0,0,1241.82,27,0,0,0,0,0,27
9274,3,17,269.5,19,133,15,7,0,0,0,0,13,2,12,0,0,0,0,0,0,0,94.14,12.44,0,0,99.64,0,0,8.49,54.79,0,0,0,0,0,0,0,269.5,15,0,0,0,0,0,14
9275,35,3,140.36,18,69,3,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,82.43,0,0,0,13.44,0,0,11.1,28.4,0,4.99,0,0,0,0,0,140.36,3,0,0,0,0,0,-32
9276,1,6,83.8,21,51,6,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,36.21,17.2,0,0,11.65,0,0,0,18.74,0,0,0,0,0,0,0,83.8,6,0,0,0,0,0,5
9277,11,6,142.4,21,31,5,2,0,0,0,1,3,2,1,0,1,0,0,0,0,0,64.57,14.88,0,9.48,21.09,0,0,15.93,8.46,0,7.99,0,0,0,0,0,142.4,5,0,0,0,0,0,-5
9278,1,9,156.01,33,22,3,0,1,0,0,4,2,2,5,0,0,0,0,0,0,0,10.17,0,9.99,34.44,51.08,0,0,3.27,47.06,0,0,0,0,0,0,0,156.01,5,0,0,0,0,0,8
9279,0,35,3470.31,38,856,33,12,4,0,0,14,25,9,29,13,4,0,0,0,0,0,841.2,119.65,56.94,247.83,469.46,0,0,103.84,937.09,317.77,368.13,0,0,0,0,0,3461.91,33,0,8.4,0,0,0,35
9280,0,40,2713.67,38,1326,40,39,7,4,0,7,37,5,40,3,5,0,0,0,0,0,1109.99,145.7,105.12,67.97,596.27,85.57,0,25.29,501.76,17.05,55.95,0,0,0,0,0,2710.67,40,0,3,0,0,0,40
9281,0,52,3906.9,53,1428,52,30,1,0,0,5,30,12,48,6,0,1,0,0,0,0,2198.88,236.95,5.99,99.77,413.26,0,0,28.59,710.18,14.28,0,199,0,0,0,0,3906.9,54,0,0,0,0,0,52
